City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,bahia honda,22.9036,-83.1592,24.81,73,89,2.97,CU,1681254452
282,severo-kurilsk,50.6789,156.125,-0.63,70,84,7.0,RU,1681253979
283,salalah,17.0151,54.0924,28.05,74,40,2.57,OM,1681254452
284,mount isa,-20.7333,139.5,22.87,46,91,0.0,AU,1681254453
285,benguela,-12.5763,13.4055,25.81,85,97,2.35,AO,1681254453
286,roebourne,-20.7833,117.1333,29.02,51,96,4.1,AU,1681254453
287,kerouane,9.2667,-9.0167,26.14,57,89,1.82,GN,1681254453
288,acarau,-2.8856,-40.12,25.18,80,100,4.05,BR,1681254453
289,cortez,37.3489,-108.5859,24.46,14,0,5.14,US,1681254453
290,broken hill,-31.95,141.4333,18.86,60,0,9.56,AU,1681254454
291,gat,31.61,34.7642,13.55,100,9,2.77,IL,1681254314
292,olafsvik,64.8945,-23.7142,4.26,89,100,4.84,IS,1681254186
293,staroleushkovskaya,45.9906,39.7631,13.3,73,100,4.33,RU,1681254454
294,weilburg,50.4833,8.25,9.51,82,100,1.52,DE,1681254454
295,barabai,-2.5833,115.3833,24.23,95,29,0.27,ID,1681254454
296,stettler,52.3168,-112.7186,0.97,99,100,3.93,CA,1681254454
297,nanakuli,21.3906,-158.1547,28.97,54,40,5.66,US,1681254454
298,santa maria,-29.6842,-53.8069,25.61,61,20,0.51,BR,1681253841
299,laguna,38.421,-121.4238,24.69,48,0,5.66,US,1681254166
300,oksfjord,70.2396,22.3479,3.1,84,11,4.54,NO,1681254455
301,virginia beach,36.8529,-75.978,21.04,45,20,4.12,US,1681254430
302,kardla,58.9978,22.7492,10.03,80,99,3.5,EE,1681254455
303,port hawkesbury,45.6169,-61.3485,7.66,84,45,1.79,CA,1681254455
304,wanaka,-44.7,169.15,12.28,93,100,0.45,NZ,1681254455
305,zhezkazgan,47.8043,67.7144,6.19,55,21,3.86,KZ,1681254455
306,cambridge,43.3601,-80.3127,19.57,48,100,8.63,CA,1681254421
307,zhuhai,22.2769,113.5678,23.25,94,20,1.54,CN,1681254456
308,tabuk,17.4189,121.4443,23.28,83,93,1.56,PH,1681254456
309,carlagan,14.975,122.0456,26.11,83,100,7.25,PH,1681254456
310,bara,10.3744,10.7288,28.38,21,96,0.59,NG,1681254456
311,ceska lipa,50.6855,14.5376,3.34,94,39,1.25,CZ,1681254456
312,raymondville,26.4815,-97.7831,25.06,55,62,7.02,US,1681254155
313,chuy,-33.6971,-53.4616,21.43,60,49,1.6,UY,1681254323
314,cabo san lucas,22.8909,-109.9124,33.12,49,71,6.26,MX,1681253956
315,lae,-6.7221,146.9847,29.23,65,86,2.44,PG,1681254456
316,mana,5.6592,-53.7767,25.65,85,96,3.26,GF,1681254457
317,grindavik,63.8424,-22.4338,2.26,93,75,4.63,IS,1681254457
318,vanavara,60.34,102.2797,-7.14,90,71,5.65,RU,1681254457
319,dhanwar,24.4167,85.9833,24.45,14,0,2.79,IN,1681254457
320,hartford,41.7668,-72.7662,22.01,21,0,3.6,US,1681254249
321,batticaloa,7.7102,81.6924,26.46,79,14,1.06,LK,1681254457
322,winnemucca,40.973,-117.7357,21.03,23,0,9.26,US,1681254282
323,mykhaylivka,47.2724,35.2224,11.31,90,100,4.87,UA,1681254457
324,marau,-28.4492,-52.2,21.5,61,95,1.55,BR,1681254457
325,priekule,56.4468,21.5897,10.62,76,100,3.18,LV,1681254457
326,mingyue,43.1069,128.9217,2.65,22,0,7.04,CN,1681254458
327,salym,60.0625,71.4789,-3.27,93,75,3.82,RU,1681254458
328,mae sai,20.4335,99.8762,23.19,37,5,1.18,TH,1681254458
329,vostochnyy,55.8167,37.8667,8.95,60,31,0.71,RU,1681254458
330,berlevag,70.8578,29.0864,1.0,64,100,7.2,NO,1681254219
331,nanortalik,60.1432,-45.2371,-0.78,92,97,3.16,GL,1681254458
332,fairbanks,64.8378,-147.7164,-9.39,76,100,0.0,US,1681254458
333,maine-soroa,13.2114,12.0241,29.32,16,83,5.32,NE,1681254458
334,along,28.1667,94.7667,16.49,81,19,0.99,IN,1681254458
335,beyneu,45.3167,55.2,14.81,30,99,6.77,KZ,1681254458
336,college,64.8569,-147.8028,-9.4,76,100,0.0,US,1681254304
337,namibe,-15.1961,12.1522,23.55,63,1,3.55,AO,1681254459
338,otradnoye,59.7775,30.8181,5.05,89,100,1.62,RU,1681254459
339,tromso,69.6496,18.957,0.21,74,0,1.54,NO,1681254299
340,port macquarie,-31.4333,152.9167,18.83,50,82,1.95,AU,1681254459
341,ingham,42.6,-84.3833,23.1,30,0,5.66,US,1681254045
342,kabinda,-6.1333,24.4833,20.05,92,100,0.55,CD,1681254459
343,kalmunai,7.4167,81.8167,25.83,82,21,1.26,LK,1681254459
344,aksu,41.1231,80.2644,11.11,43,72,2.47,CN,1681254459
345,fort nelson,58.8053,-122.7002,8.37,34,2,4.77,CA,1681254459
346,nchelenge,-9.3451,28.734,19.76,91,94,2.22,ZM,1681254425
347,honningsvag,70.9821,25.9704,1.86,69,100,5.14,NO,1681254460
348,chikola,43.1906,43.9209,7.89,93,64,0.76,RU,1681254460
349,pedasi,7.5333,-80.0333,28.73,67,29,7.03,PA,1681254460
350,bud,39.447,-86.1758,22.99,35,19,3.82,US,1681254460
351,uarini,-2.99,-65.1083,24.55,95,99,1.08,BR,1681254460
352,la ronge,55.1001,-105.2842,2.14,87,100,1.03,CA,1681254192
353,khagaul,25.5833,85.05,22.97,43,0,0.0,IN,1681254460
354,venado tuerto,-33.7456,-61.9688,23.1,51,23,0.51,AR,1681254460
355,coahuayana,18.7333,-103.6833,30.04,45,0,3.2,MX,1681254460
356,little current,45.9793,-81.9248,5.8,86,100,6.0,CA,1681254460
357,los llanos de aridane,28.6585,-17.9182,17.86,77,40,7.72,ES,1681254197
358,grand gaube,-20.0064,57.6608,25.77,82,74,0.45,MU,1681254461
359,taldan,53.6667,124.8,-2.47,95,100,3.88,RU,1681254461
360,wuwei,37.9281,102.6414,11.33,26,21,2.16,CN,1681254461
361,longonjo,-12.9067,15.2533,17.5,86,100,1.09,AO,1681254461
362,murud,18.3258,72.965,26.88,70,4,3.98,IN,1681254461
363,ahipara,-35.1667,173.1667,19.23,87,93,5.5,NZ,1681254185
364,nabinagar,23.8917,90.9733,24.53,49,0,2.29,BD,1681254461
365,norman wells,65.282,-126.8329,-1.98,59,75,5.14,CA,1681254207
366,mokhsogollokh,61.4681,128.9203,-10.77,91,100,0.91,RU,1681254461
367,bergerac,44.8333,0.5,11.04,71,0,1.54,FR,1681254236
368,carnarvon,-24.8667,113.6333,20.7,59,65,8.02,AU,1681254387
369,novobureyskiy,49.798,129.8774,1.68,73,99,2.65,RU,1681254462
370,qianan,44.9932,124.0581,2.13,26,2,8.6,CN,1681254462
371,gornopravdinsk,60.05,69.9,-3.16,94,66,3.33,RU,1681254462
372,gweta,-20.1833,25.2333,23.65,26,27,5.65,BW,1681254462
373,cartagena,10.3997,-75.5144,27.79,78,20,3.6,CO,1681254302
374,kyabe,9.4515,18.9449,30.32,42,91,3.67,TD,1681254462
375,abejorral,5.7893,-75.4273,18.53,89,100,1.05,CO,1681254462
376,bundaberg,-24.85,152.35,24.01,50,20,1.34,AU,1681254462
377,cayenne,4.9333,-52.3333,27.02,83,0,3.6,GF,1681254313
378,kichera,55.9375,110.0997,-8.34,79,94,1.53,RU,1681254463
379,rehoboth,-23.3167,17.0833,14.54,32,0,1.56,NA,1681254463
380,roma,43.2128,-75.4557,18.08,45,100,5.66,US,1681254463
381,tambacounda,13.7539,-13.7586,32.53,32,52,0.95,SN,1681254463
382,iqaluit,63.7506,-68.5145,-8.79,86,99,4.7,CA,1681254423
383,ancud,-41.8697,-73.8203,12.75,94,98,0.8,CL,1681254103
384,amga,60.8953,131.9608,-7.68,93,100,1.04,RU,1681254463
385,bonavista,48.6499,-53.1147,1.43,75,74,7.36,CA,1681254463
386,macomb,40.4592,-90.6718,25.97,32,0,6.17,US,1681254463
387,komsomolskiy,40.4272,71.7189,13.4,76,100,2.06,UZ,1681254464
388,bansi,27.1833,82.9333,23.18,15,0,3.38,IN,1681254464
389,grajau,-5.8194,-46.1386,23.76,92,97,1.02,BR,1681254464
390,hadejia,12.4498,10.0444,29.74,16,20,5.34,NG,1681254464
391,juneau,58.3019,-134.4197,8.0,34,20,3.09,US,1681254463
392,xinyang,32.1228,114.0656,13.41,75,20,2.2,CN,1681254464
393,hammerfest,70.6634,23.6821,1.25,80,75,5.14,NO,1681254464
394,necochea,-38.5473,-58.7368,16.74,89,95,5.97,AR,1681254464
395,flinders,-34.5833,150.8552,18.54,75,98,1.62,AU,1681254464
396,lavrentiya,65.5833,-171.0,-17.15,75,12,0.93,RU,1681254465
397,erzin,36.9559,36.2,11.04,87,13,1.26,TR,1681254465
398,provideniya,64.3833,-173.3,-17.94,60,0,8.0,RU,1681254465
399,denizli,37.8402,29.0698,7.73,81,74,1.69,TR,1681254465
400,meulaboh,4.1363,96.1285,25.14,86,92,1.23,ID,1681254465
401,marsh harbour,26.5412,-77.0636,21.17,79,100,11.51,BS,1681254352
402,henties bay,-22.116,14.2845,15.2,81,0,1.33,NA,1681254465
403,tikrit,34.6071,43.6782,21.56,71,94,9.22,IQ,1681254465
404,sola,-13.8833,167.55,28.45,75,50,5.98,VU,1681254465
405,lexington,37.9887,-84.4777,23.0,29,0,1.54,US,1681254146
406,ayan,56.45,138.1667,-4.74,79,100,5.91,RU,1681254466
407,korenovsk,45.4686,39.4519,12.48,79,100,3.97,RU,1681254466
408,pacific grove,36.6177,-121.9166,20.86,67,0,5.14,US,1681254310
409,maningrida,-12.0667,134.2667,26.87,82,87,2.0,AU,1681254466
410,sao miguel do araguaia,-13.275,-50.1628,23.45,85,100,1.3,BR,1681254192
411,tomatlan,19.9333,-105.25,31.52,25,0,5.14,MX,1681254466
412,troitsko-pechorsk,62.7084,56.1964,-0.09,94,100,2.88,RU,1681254467
413,sinazongwe,-17.2614,27.4618,23.06,73,46,0.83,ZM,1681254467
414,maceio,-9.6658,-35.7353,24.69,88,0,2.57,BR,1681254186
415,antalaha,-14.9003,50.2788,22.23,90,66,1.96,MG,1681254298
416,vostok,46.4856,135.8833,-3.67,83,100,5.62,RU,1681254296
417,praya,14.9215,-23.5087,22.3,64,40,6.69,CV,1681254467
418,saint-pierre,-21.3393,55.4781,23.82,78,0,2.06,RE,1681254220
419,novopokrovka,49.8425,36.5477,11.61,56,100,6.75,UA,1681254467
420,mackay,-21.15,149.2,29.27,77,53,1.56,AU,1681254219
421,ayia galini,35.1,24.6833,11.88,67,33,1.34,GR,1681254467
422,kologriv,58.8275,44.3178,3.59,80,83,2.15,RU,1681254467
423,tahe,52.3333,124.7333,-2.72,87,100,2.57,CN,1681254467
424,castro,-24.7911,-50.0119,15.99,79,6,1.3,BR,1681254103
425,northam,51.0333,-4.2167,7.36,80,65,10.04,GB,1681254468
426,natal,-5.795,-35.2094,26.36,83,20,2.57,BR,1681254468
427,poum,-20.2333,164.0167,26.38,76,0,2.3,NC,1681254169
428,karoi,-16.8099,29.6925,16.08,94,95,1.56,ZW,1681254468
429,tocopilla,-22.092,-70.1979,21.9,73,3,4.03,CL,1681254299
430,valparaiso,-33.0393,-71.6273,18.33,66,0,4.55,CL,1681254468
431,ust-karsk,52.7011,118.8077,-6.94,78,27,1.33,RU,1681254468
432,pedernales,18.0384,-71.744,26.89,74,17,1.5,DO,1681254468
433,khani,41.9563,42.9566,4.76,93,100,1.01,GE,1681254348
434,canico,32.6333,-16.85,19.84,82,20,6.17,PT,1681254469
435,ambanja,-13.6833,48.45,23.55,91,43,1.41,MG,1681254469
436,tarakan,3.3,117.6333,26.72,94,75,2.06,ID,1681253708
437,bakchar,57.0186,82.0711,-7.85,81,95,2.94,RU,1681254469
438,fallon,39.4735,-118.7774,21.93,27,100,6.69,US,1681254469
439,tuatapere,-46.1333,167.6833,12.75,94,100,3.43,NZ,1681254301
440,moranbah,-22.0016,148.0466,25.17,53,14,1.68,AU,1681254469
441,corinto,37.9407,22.9573,13.83,71,48,2.98,GR,1681254296
442,halifax,44.6453,-63.5724,17.94,54,95,5.14,CA,1681253866
443,nabire,-3.3667,135.4833,24.58,91,100,1.09,ID,1681254469
444,dawlatabad,36.4141,64.9053,19.65,35,48,2.68,AF,1681254469
445,dauphin,51.1494,-100.0502,10.84,83,4,3.12,CA,1681254470
446,yining,29.0361,114.5636,19.15,93,35,0.92,CN,1681254470
447,faanui,-16.4833,-151.75,27.66,73,99,3.19,PF,1681254404
448,oistins,13.0667,-59.5333,26.05,73,20,6.17,BB,1681254470
449,wasilla,61.5814,-149.4394,2.26,81,100,2.06,US,1681254470
450,half moon bay,37.4636,-122.4286,20.58,55,0,12.35,US,1681254309
451,santa fe,-31.6333,-60.7,27.78,73,90,1.79,AR,1681254414
452,siirt,37.9326,41.9403,11.02,93,100,0.43,TR,1681254302
453,touros,-5.1989,-35.4608,25.87,76,85,5.13,BR,1681254470
454,polunochnoye,60.8697,60.4153,-0.18,86,100,2.68,RU,1681254470
455,zaysan,47.4667,84.8667,5.5,78,100,7.06,KZ,1681254470
456,pozoblanco,38.3791,-4.8483,11.73,63,7,1.78,ES,1681254471
457,cockburn town,21.4612,-71.1419,25.9,79,0,5.66,TC,1681254471
458,bunia,1.5667,30.25,19.28,76,100,0.38,CD,1681254471
459,san quintin,30.4833,-115.95,17.32,66,0,5.48,MX,1681254471
460,gamba,-2.65,10.0,26.02,87,100,1.67,GA,1681254471
461,mahon,39.8885,4.2658,14.31,100,20,3.6,ES,1681254420
462,bolitoc,15.7395,119.8769,26.35,79,99,2.46,PH,1681254471
463,hengshui,37.7322,115.7011,11.05,24,0,1.98,CN,1681254471
464,zheleznodorozhnyy,55.7503,38.0042,9.09,59,43,1.08,RU,1681254471
465,san policarpo,12.1791,125.5072,25.26,83,100,5.14,PH,1681254472
466,duverge,18.3784,-71.5247,27.03,72,61,1.9,DO,1681254472
467,guadalupe y calvo,26.1,-106.9667,20.66,17,35,6.62,MX,1681254472
468,bodden town,19.2833,-81.25,28.33,70,0,0.45,KY,1681254472
469,khandbari,27.3747,87.2039,17.69,33,0,1.9,NP,1681254472
470,almeirim,-1.5233,-52.5817,24.14,94,83,1.06,BR,1681254472
471,bubaque,11.2833,-15.8333,25.74,67,4,4.96,GW,1681254472
472,richards bay,-28.783,32.0377,18.77,80,100,2.35,ZA,1681254182
473,cabog,15.3153,121.3703,25.21,83,99,0.15,PH,1681254472
474,fondi,41.3541,13.4313,11.38,78,98,1.29,IT,1681254326
475,khushab,32.2967,72.3525,23.28,36,49,1.1,PK,1681254473
476,joensuu,62.6012,29.7632,-1.5,81,0,0.51,FI,1681254207
477,tautira,-17.7333,-149.15,27.1,75,100,1.67,PF,1681254473
478,kurilsk,45.2333,147.8833,8.05,68,99,5.43,RU,1681254473
479,usinsk,65.9939,57.5281,-9.36,94,97,4.16,RU,1681254473
480,havre-saint-pierre,50.2334,-63.5986,0.28,99,96,1.6,CA,1681254473
481,tessalit,20.1986,1.0114,26.0,10,99,3.35,ML,1681254445
482,churapcha,62.0025,132.4325,-7.96,85,100,2.07,RU,1681254473
483,oron,4.8256,8.2343,24.1,88,100,2.29,NG,1681254473
484,snezhnogorsk,69.1933,33.2531,-0.12,92,100,3.67,RU,1681254474
485,bermeo,43.4209,-2.7215,13.72,88,36,1.86,ES,1681254474
486,lata,40.1629,-8.3327,11.71,97,68,0.29,PT,1681254474
487,geraldton,-28.7667,114.6,13.23,88,0,3.6,AU,1681254319
488,guerrero negro,27.9769,-114.0611,18.94,60,0,9.13,MX,1681254474
489,toppenish,46.3774,-120.3087,13.34,37,28,8.95,US,1681254474
490,vanderhoof,54.0166,-124.0198,4.95,76,100,2.6,CA,1681254474
491,ipixuna,-1.7625,-48.8043,24.12,91,62,1.08,BR,1681254474
492,lorengau,-2.0226,147.2712,26.78,81,93,2.77,PG,1681254474
493,nago,26.5881,127.9761,22.59,86,17,1.49,JP,1681254296
494,tarabuco,-19.1667,-64.9167,11.08,75,50,1.63,BO,1681254475
495,sao jose da coroa grande,-8.8978,-35.1478,26.09,78,100,3.22,BR,1681254475
496,rusape,-18.5278,32.1284,14.15,96,100,1.21,ZW,1681254475
497,thiruvarur,10.7667,79.65,24.66,84,4,0.6,IN,1681254475
498,drayton valley,53.2168,-114.9854,0.47,100,100,4.76,CA,1681254475
499,maragogi,-9.0122,-35.2225,25.84,80,100,3.02,BR,1681254475
500,camacha,33.0833,-16.3333,15.68,72,40,3.09,PT,1681253887
501,byron bay,-28.65,153.6167,18.73,58,98,1.09,AU,1681254475
502,belaya gora,68.5333,146.4167,-18.26,93,75,1.12,RU,1681254475
503,kuytun,54.3419,101.5036,-2.77,65,100,4.72,RU,1681254476
504,la palma,33.8464,-118.0467,29.98,70,75,4.12,US,1681254234
505,yueyang,29.3333,113.0919,18.77,79,17,0.97,CN,1681254476
506,nantucket,41.2835,-70.0995,13.08,74,0,9.26,US,1681254276
507,deloraine,-41.5333,146.6667,13.53,15,100,1.42,AU,1681254476
508,semnan,35.5729,53.3971,20.98,27,92,2.69,IR,1681254476
509,bilibino,68.0546,166.4372,-18.13,75,100,0.66,RU,1681254476
510,nouadhibou,20.931,-17.0347,18.99,94,75,2.57,MR,1681254476
511,monrovia,6.3005,-10.7969,26.32,85,23,2.27,LR,1681254476
512,kontagora,10.3999,5.4695,30.12,43,98,1.46,NG,1681254476
513,mazatlan,23.2167,-106.4167,28.98,56,20,3.09,MX,1681254333
514,gisborne,-38.6533,178.0042,20.18,61,96,3.76,NZ,1681254477
515,sistranda,63.7256,8.834,8.98,85,52,2.77,NO,1681254477
516,ulladulla,-35.35,150.4667,17.26,56,84,2.84,AU,1681254477
517,huambo,-12.7761,15.7392,15.43,86,100,0.28,AO,1681254477
518,bandarban,22.1965,92.2262,21.98,64,0,0.98,BD,1681254477
519,madimba,-10.4,40.3333,25.08,87,71,1.27,TZ,1681254477
520,manadhoo,5.7667,73.3833,28.54,68,10,4.58,MV,1681254477
521,grants,35.1473,-107.8514,26.13,9,40,6.17,US,1681254478
522,tsiroanomandidy,-18.7667,46.0333,17.45,94,4,0.38,MG,1681254478
523,emerald,-23.5333,148.1667,23.52,46,44,1.13,AU,1681254478
524,port hedland,-20.3167,118.5667,26.03,69,96,2.06,AU,1681254430
525,ugoofaaru,5.6667,73.0,28.54,71,12,5.2,MV,1681254296
526,quilali,13.567,-86.026,32.54,27,50,4.94,NI,1681254478
527,sobolevo,54.4299,31.8996,8.29,70,92,2.66,RU,1681254478
528,vao,-22.6667,167.4833,23.61,83,83,3.04,NC,1681254478
529,gold coast,-28.0,153.4333,23.35,51,100,0.51,AU,1681254478
530,riyadh,24.6877,46.7219,27.08,33,57,6.98,SA,1681254322
531,wakkanai,45.4094,141.6739,7.34,94,91,11.81,JP,1681254479
532,elko,41.0002,-115.5012,20.01,25,85,8.05,US,1681254479
533,karratha,-20.7377,116.8463,28.71,47,98,4.61,AU,1681254479
534,puerto madryn,-42.7692,-65.0385,11.07,70,74,7.39,AR,1681254434
535,pitimbu,-7.4706,-34.8086,26.33,78,100,3.58,BR,1681254479
536,nouakchott,18.0858,-15.9785,19.96,79,97,3.66,MR,1681254329
537,hailey,43.5196,-114.3153,12.92,44,40,0.0,US,1681254479
538,kenai,60.5544,-151.2583,1.05,85,100,3.6,US,1681254208
539,imbituba,-28.24,-48.6703,21.09,88,0,5.71,BR,1681254480
540,atbasar,51.8,68.3333,0.72,61,7,3.0,KZ,1681254480
541,padang,-0.9492,100.3543,25.03,90,100,1.43,ID,1681254480
542,salinas,36.6777,-121.6555,22.78,62,20,7.2,US,1681254480
543,inhambane,-23.865,35.3833,22.67,88,99,5.47,MZ,1681254466
544,adoni,15.6333,77.2833,27.2,29,2,2.51,IN,1681254048
545,trenggalek,-8.05,111.7167,23.95,92,67,0.8,ID,1681254480
546,abengourou,6.7297,-3.4964,24.36,87,100,2.68,CI,1681254480
547,sungairaya,0.7,108.9,24.85,91,77,1.86,ID,1681254480
548,amahai,-3.3333,128.9167,27.2,79,77,1.34,ID,1681254480
549,coquimbo,-29.9533,-71.3436,16.85,94,75,2.57,CL,1681254295
550,aranos,-24.1333,19.1167,16.52,14,10,4.37,NA,1681254481
551,christchurch,-43.5333,172.6333,16.29,84,100,4.63,NZ,1681253963
552,neulengbach,48.1974,15.9022,8.0,88,71,2.68,AT,1681254481
553,namatanai,-3.6667,152.4333,28.45,71,95,2.26,PG,1681254481
554,neryungri,56.6709,124.6491,-10.67,90,100,3.06,RU,1681254482
555,severo-yeniseyskiy,60.3725,93.0408,-17.41,92,100,4.56,RU,1681254482
556,jiayuguan,39.8167,98.3,7.33,30,90,2.2,CN,1681254482
557,sorong,-0.8833,131.25,26.84,84,100,1.81,ID,1681254482
558,shakawe,-18.3667,21.85,20.09,59,43,1.86,BW,1681254482
559,prainha,-1.8,-53.48,24.63,88,87,0.87,BR,1681254482
560,acurenam,1.0322,10.6488,20.07,99,100,1.15,GQ,1681254482
